"data","cidade","casos"
"2020-10-10","São Francisco de Itabapoana",4
"2020-10-10","São Gonçalo",81
"2020-10-10","São José de Ubá",0
"2020-10-10","São José do Vale do Rio Preto",0
"2020-10-10","São João da Barra",11
"2020-10-10","São João de Meriti",18
"2020-10-10","São Pedro da Aldeia",5
"2020-10-10","São Sebastião do Alto",2
"2020-10-10","Tanguá",3
"2020-10-10","Teresópolis",39
"2020-10-10","Trajano de Moraes",1
"2020-10-10","Três Rios",11
"2020-10-10","Valença",3
"2020-10-10","Varre-Sai",1
"2020-10-10","Vassouras",1
"2020-10-10","Volta Redonda",21
"2020-10-11","Angra dos Reis",0
"2020-10-11","Aperibé",0
"2020-10-11","Araruama",0
"2020-10-11","Areal",0
"2020-10-11","Armação dos Búzios",0
"2020-10-11","Arraial do Cabo",0
"2020-10-11","Barra Mansa",1
"2020-10-11","Barra do Piraí",1
"2020-10-11","Belford Roxo",1
"2020-10-11","Bom Jardim",1
"2020-10-11","Bom Jesus do Itabapoana",0
"2020-10-11","Cabo Frio",0
"2020-10-11","Cachoeiras de Macacu",2
"2020-10-11","Cambuci",0
"2020-10-11","Campos dos Goytacazes",0
"2020-10-11","Cantagalo",0
"2020-10-11","Carapebus",0
"2020-10-11","Cardoso Moreira",0
"2020-10-11","Carmo",2
"2020-10-11","Casimiro de Abreu",0
"2020-10-11","Comendador Levy Gasparian",0
"2020-10-11","Conceição de Macabu",0
"2020-10-11","Cordeiro",1
"2020-10-11","Duas Barras",0
"2020-10-11","Duque de Caxias",19
"2020-10-11","Engenheiro Paulo de Frontin",0
"2020-10-11","Guapimirim",40
"2020-10-11","Iguaba Grande",0
"2020-10-11","Itaboraí",6
"2020-10-11","Itaguaí",5
"2020-10-11","Italva",0
"2020-10-11","Itaocara",0
"2020-10-11","Itaperuna",0
"2020-10-11","Itatiaia",0
"2020-10-11","Japeri",0
"2020-10-11","Laje do Muriaé",0
"2020-10-11","Macaé",0
"2020-10-11","Macuco",2
"2020-10-11","Magé",4
"2020-10-11","Mangaratiba",0
"2020-10-11","Maricá",0
"2020-10-11","Mendes",0
"2020-10-11","Mesquita",1
"2020-10-11","Miguel Pereira",0
"2020-10-11","Miracema",0
"2020-10-11","Natividade",0
"2020-10-11","Nilópolis",1
"2020-10-11","Niterói",78
"2020-10-11","Nova Friburgo",4
"2020-10-11","Nova Iguaçu",6
"2020-10-11","Paracambi",0
"2020-10-11","Paraty",0
"2020-10-11","Paraíba do Sul",1
"2020-10-11","Paty do Alferes",0
"2020-10-11","Petrópolis",28
"2020-10-11","Pinheiral",0
"2020-10-11","Piraí",0
"2020-10-11","Porciúncula",0
"2020-10-11","Porto Real",0
"2020-10-11","Quatis",0
"2020-10-11","Queimados",0
"2020-10-11","Quissamã",0
"2020-10-11","Resende",2
"2020-10-11","Rio Bonito",1
"2020-10-11","Rio Claro",0
"2020-10-11","Rio das Flores",0
"2020-10-11","Rio das Ostras",8
"2020-10-11","Rio de Janeiro",37
"2020-10-11","Santa Maria Madalena",0
"2020-10-11","Santo Antônio de Pádua",0
"2020-10-11","Sapucaia",0
"2020-10-11","Saquarema",0
"2020-10-11","Seropédica",0
"2020-10-11","Silva Jardim",0
"2020-10-11","Sumidouro",0
"2020-10-11","São Fidélis",0
"2020-10-11","São Francisco de Itabapoana",0
"2020-10-11","São Gonçalo",7
"2020-10-11","São José de Ubá",0
"2020-10-11","São José do Vale do Rio Preto",1
"2020-10-11","São João da Barra",0
"2020-10-11","São João de Meriti",3
"2020-10-11","São Pedro da Aldeia",1
"2020-10-11","São Sebastião do Alto",0
"2020-10-11","Tanguá",0
"2020-10-11","Teresópolis",3
"2020-10-11","Trajano de Moraes",0
"2020-10-11","Três Rios",0
"2020-10-11","Valença",0
"2020-10-11","Varre-Sai",0
"2020-10-11","Vassouras",0
"2020-10-11","Volta Redonda",1
"2020-10-12","Angra dos Reis",0
"2020-10-12","Aperibé",0
"2020-10-12","Araruama",0
"2020-10-12","Areal",3
"2020-10-12","Armação dos Búzios",0
"2020-10-12","Arraial do Cabo",0
"2020-10-12","Barra Mansa",1
"2020-10-12","Barra do Piraí",0
"2020-10-12","Belford Roxo",3
"2020-10-12","Bom Jardim",0
"2020-10-12","Bom Jesus do Itabapoana",0
"2020-10-12","Cabo Frio",0
"2020-10-12","Cachoeiras de Macacu",0
"2020-10-12","Cambuci",0
"2020-10-12","Campos dos Goytacazes",2
"2020-10-12","Cantagalo",2
"2020-10-12","Carapebus",0
"2020-10-12","Cardoso Moreira",0
"2020-10-12","Carmo",0
"2020-10-12","Casimiro de Abreu",1
"2020-10-12","Comendador Levy Gasparian",0
"2020-10-12","Conceição de Macabu",0
"2020-10-12","Cordeiro",0
"2020-10-12","Duas Barras",0
"2020-10-12","Duque de Caxias",2
"2020-10-12","Engenheiro Paulo de Frontin",4
"2020-10-12","Guapimirim",0
"2020-10-12","Iguaba Grande",0
"2020-10-12","Itaboraí",0
"2020-10-12","Itaguaí",1
"2020-10-12","Italva",0
"2020-10-12","Itaocara",1
"2020-10-12","Itaperuna",0
"2020-10-12","Itatiaia",0
"2020-10-12","Japeri",0
"2020-10-12","Laje do Muriaé",0
"2020-10-12","Macaé",8
"2020-10-12","Macuco",3
"2020-10-12","Magé",1
"2020-10-12","Mangaratiba",0
"2020-10-12","Maricá",0
"2020-10-12","Mendes",0
"2020-10-12","Mesquita",3
"2020-10-12","Miguel Pereira",0
"2020-10-12","Miracema",0
"2020-10-12","Natividade",0
"2020-10-12","Nilópolis",1
"2020-10-12","Niterói",78
"2020-10-12","Nova Friburgo",1
"2020-10-12","Nova Iguaçu",6
"2020-10-12","Paracambi",0
"2020-10-12","Paraty",0
"2020-10-12","Paraíba do Sul",0
"2020-10-12","Paty do Alferes",0
"2020-10-12","Petrópolis",0
"2020-10-12","Pinheiral",0
"2020-10-12","Piraí",0
"2020-10-12","Porciúncula",4
"2020-10-12","Porto Real",0
"2020-10-12","Quatis",0
"2020-10-12","Queimados",0
"2020-10-12","Quissamã",1
"2020-10-12","Resende",0
"2020-10-12","Rio Bonito",8
"2020-10-12","Rio Claro",1
"2020-10-12","Rio das Flores",0
"2020-10-12","Rio das Ostras",38
"2020-10-12","Rio de Janeiro",0
"2020-10-12","Santa Maria Madalena",0
"2020-10-12","Santo Antônio de Pádua",0
"2020-10-12","Sapucaia",0
"2020-10-12","Saquarema",1
"2020-10-12","Seropédica",1
"2020-10-12","Silva Jardim",2
"2020-10-12","Sumidouro",0
"2020-10-12","São Fidélis",0
"2020-10-12","São Francisco de Itabapoana",0
"2020-10-12","São Gonçalo",1
"2020-10-12","São José de Ubá",0
"2020-10-12","São José do Vale do Rio Preto",0
"2020-10-12","São João da Barra",0
"2020-10-12","São João de Meriti",3
"2020-10-12","São Pedro da Aldeia",1
"2020-10-12","São Sebastião do Alto",0
"2020-10-12","Tanguá",0
"2020-10-12","Teresópolis",1
"2020-10-12","Trajano de Moraes",0
"2020-10-12","Três Rios",0
"2020-10-12","Valença",0
"2020-10-12","Varre-Sai",0
"2020-10-12","Vassouras",0
"2020-10-12","Volta Redonda",0
"2020-10-13","Angra dos Reis",0
"2020-10-13","Aperibé",0
"2020-10-13","Araruama",0
"2020-10-13","Areal",0
"2020-10-13","Armação dos Búzios",0
"2020-10-13","Arraial do Cabo",0
"2020-10-13","Barra Mansa",1
"2020-10-13","Barra do Piraí",0
"2020-10-13","Belford Roxo",1
"2020-10-13","Bom Jardim",0
"2020-10-13","Bom Jesus do Itabapoana",0
"2020-10-13","Cabo Frio",0
"2020-10-13","Cachoeiras de Macacu",0
"2020-10-13","Cambuci",0
"2020-10-13","Campos dos Goytacazes",3
"2020-10-13","Cantagalo",5
"2020-10-13","Carapebus",0
"2020-10-13","Cardoso Moreira",4
"2020-10-13","Carmo",0
"2020-10-13","Casimiro de Abreu",0
"2020-10-13","Comendador Levy Gasparian",0
"2020-10-13","Conceição de Macabu",0
"2020-10-13","Cordeiro",0
"2020-10-13","Duas Barras",0
"2020-10-13","Duque de Caxias",3
"2020-10-13","Engenheiro Paulo de Frontin",0
"2020-10-13","Guapimirim",0
"2020-10-13","Iguaba Grande",0
"2020-10-13","Itaboraí",2
"2020-10-13","Itaguaí",1
"2020-10-13","Italva",0
"2020-10-13","Itaocara",0
"2020-10-13","Itaperuna",0
"2020-10-13","Itatiaia",0
"2020-10-13","Japeri",0
"2020-10-13","Laje do Muriaé",0
"2020-10-13","Macaé",4
"2020-10-13","Macuco",0
"2020-10-13","Magé",0
"2020-10-13","Mangaratiba",0
"2020-10-13","Maricá",0
"2020-10-13","Mendes",0
"2020-10-13","Mesquita",2
"2020-10-13","Miguel Pereira",0
"2020-10-13","Miracema",0
"2020-10-13","Natividade",0
"2020-10-13","Nilópolis",1
"2020-10-13","Niterói",78
"2020-10-13","Nova Friburgo",0
"2020-10-13","Nova Iguaçu",0
"2020-10-13","Paracambi",1
"2020-10-13","Paraty",2
"2020-10-13","Paraíba do Sul",0
"2020-10-13","Paty do Alferes",0
"2020-10-13","Petrópolis",10
"2020-10-13","Pinheiral",0
"2020-10-13","Piraí",3
"2020-10-13","Porciúncula",0
"2020-10-13","Porto Real",0
"2020-10-13","Quatis",0
"2020-10-13","Queimados",0
"2020-10-13","Quissamã",0
"2020-10-13","Resende",1
"2020-10-13","Rio Bonito",1
"2020-10-13","Rio Claro",0
"2020-10-13","Rio das Flores",0
"2020-10-13","Rio das Ostras",15
"2020-10-13","Rio de Janeiro",27
"2020-10-13","Santa Maria Madalena",0
"2020-10-13","Santo Antônio de Pádua",0
"2020-10-13","Sapucaia",0
"2020-10-13","Saquarema",0
"2020-10-13","Seropédica",0
"2020-10-13","Silva Jardim",0
"2020-10-13","Sumidouro",0
"2020-10-13","São Fidélis",0
"2020-10-13","São Francisco de Itabapoana",0
"2020-10-13","São Gonçalo",20
"2020-10-13","São José de Ubá",0
"2020-10-13","São José do Vale do Rio Preto",0
"2020-10-13","São João da Barra",4
"2020-10-13","São João de Meriti",0
"2020-10-13","São Pedro da Aldeia",0
"2020-10-13","São Sebastião do Alto",0
"2020-10-13","Tanguá",0
"2020-10-13","Teresópolis",0
"2020-10-13","Trajano de Moraes",0
"2020-10-13","Três Rios",0
"2020-10-13","Valença",0
"2020-10-13","Varre-Sai",0
"2020-10-13","Vassouras",5
"2020-10-13","Volta Redonda",1
"2020-10-14","Angra dos Reis",11
"2020-10-14","Aperibé",0
"2020-10-14","Araruama",3
"2020-10-14","Areal",4
"2020-10-14","Armação dos Búzios",8
"2020-10-14","Arraial do Cabo",0
"2020-10-14","Barra Mansa",35
"2020-10-14","Barra do Piraí",2
"2020-10-14","Belford Roxo",22
"2020-10-14","Bom Jardim",1
"2020-10-14","Bom Jesus do Itabapoana",2
"2020-10-14","Cabo Frio",20
"2020-10-14","Cachoeiras de Macacu",0
"2020-10-14","Cambuci",1
"2020-10-14","Campos dos Goytacazes",171
"2020-10-14","Cantagalo",4
"2020-10-14","Carapebus",3
"2020-10-14","Cardoso Moreira",0
"2020-10-14","Carmo",0
"2020-10-14","Casimiro de Abreu",1
"2020-10-14","Comendador Levy Gasparian",0
"2020-10-14","Conceição de Macabu",1
"2020-10-14","Cordeiro",2
"2020-10-14","Duas Barras",0
"2020-10-14","Duque de Caxias",28
"2020-10-14","Engenheiro Paulo de Frontin",5
"2020-10-14","Guapimirim",17
"2020-10-14","Iguaba Grande",12
"2020-10-14","Itaboraí",12
"2020-10-14","Itaguaí",5
"2020-10-14","Italva",1
"2020-10-14","Itaocara",4
"2020-10-14","Itaperuna",9
"2020-10-14","Itatiaia",6
"2020-10-14","Japeri",4
"2020-10-14","Laje do Muriaé",0
"2020-10-14","Macaé",38
"2020-10-14","Macuco",0
"2020-10-14","Magé",5
"2020-10-14","Mangaratiba",1
"2020-10-14","Maricá",22
"2020-10-14","Mendes",10
"2020-10-14","Mesquita",7
"2020-10-14","Miguel Pereira",2
"2020-10-14","Miracema",4
"2020-10-14","Natividade",1
"2020-10-14","Nilópolis",8
"2020-10-14","Niterói",42
"2020-10-14","Nova Friburgo",37
"2020-10-14","Nova Iguaçu",61
"2020-10-14","Paracambi",22
"2020-10-14","Paraty",7
"2020-10-14","Paraíba do Sul",2
"2020-10-14","Paty do Alferes",2
"2020-10-14","Petrópolis",5
"2020-10-14","Pinheiral",4
"2020-10-14","Piraí",0
"2020-10-14","Porciúncula",1
"2020-10-14","Porto Real",3
"2020-10-14","Quatis",2
"2020-10-14","Queimados",5
"2020-10-14","Quissamã",6
"2020-10-14","Resende",98
"2020-10-14","Rio Bonito",8
"2020-10-14","Rio Claro",0
"2020-10-14","Rio das Flores",0
"2020-10-14","Rio das Ostras",4
"2020-10-14","Rio de Janeiro",96
"2020-10-14","Santa Maria Madalena",0
"2020-10-14","Santo Antônio de Pádua",0
"2020-10-14","Sapucaia",1
"2020-10-14","Saquarema",3
"2020-10-14","Seropédica",2
"2020-10-14","Silva Jardim",0
"2020-10-14","Sumidouro",1
"2020-10-14","São Fidélis",0
"2020-10-14","São Francisco de Itabapoana",1
"2020-10-14","São Gonçalo",60
"2020-10-14","São José de Ubá",1
"2020-10-14","São José do Vale do Rio Preto",0
"2020-10-14","São João da Barra",6
"2020-10-14","São João de Meriti",10
"2020-10-14","São Pedro da Aldeia",5
"2020-10-14","São Sebastião do Alto",0
"2020-10-14","Tanguá",5
"2020-10-14","Teresópolis",90
"2020-10-14","Trajano de Moraes",0
"2020-10-14","Três Rios",28
"2020-10-14","Valença",7
"2020-10-14","Varre-Sai",11
"2020-10-14","Vassouras",2
"2020-10-14","Volta Redonda",22
"2020-10-15","Angra dos Reis",15
"2020-10-15","Aperibé",1
"2020-10-15","Araruama",17
"2020-10-15","Areal",0
"2020-10-15","Armação dos Búzios",3
"2020-10-15","Arraial do Cabo",0
"2020-10-15","Barra Mansa",18
"2020-10-15","Barra do Piraí",3
"2020-10-15","Belford Roxo",16
"2020-10-15","Bom Jardim",0
"2020-10-15","Bom Jesus do Itabapoana",0
"2020-10-15","Cabo Frio",37
"2020-10-15","Cachoeiras de Macacu",3
"2020-10-15","Cambuci",1
"2020-10-15","Campos dos Goytacazes",39
"2020-10-15","Cantagalo",3
"2020-10-15","Carapebus",2
"2020-10-15","Cardoso Moreira",2
"2020-10-15","Carmo",2
"2020-10-15","Casimiro de Abreu",4
"2020-10-15","Comendador Levy Gasparian",1
"2020-10-15","Conceição de Macabu",9
"2020-10-15","Cordeiro",1
"2020-10-15","Duas Barras",0
"2020-10-15","Duque de Caxias",38
"2020-10-15","Engenheiro Paulo de Frontin",0
"2020-10-15","Guapimirim",12
"2020-10-15","Iguaba Grande",5
"2020-10-15","Itaboraí",22
"2020-10-15","Itaguaí",9
"2020-10-15","Italva",0
"2020-10-15","Itaocara",1
"2020-10-15","Itaperuna",16
"2020-10-15","Itatiaia",3
"2020-10-15","Japeri",4
"2020-10-15","Laje do Muriaé",1
"2020-10-15","Macaé",23
"2020-10-15","Macuco",0
"2020-10-15","Magé",53
"2020-10-15","Mangaratiba",13
"2020-10-15","Maricá",2
"2020-10-15","Mendes",2
"2020-10-15","Mesquita",16
"2020-10-15","Miguel Pereira",1
"2020-10-15","Miracema",3
"2020-10-15","Natividade",2
"2020-10-15","Nilópolis",5
"2020-10-15","Niterói",40
"2020-10-15","Nova Friburgo",55
"2020-10-15","Nova Iguaçu",40
"2020-10-15","Paracambi",1
"2020-10-15","Paraty",9
"2020-10-15","Paraíba do Sul",8
"2020-10-15","Paty do Alferes",0
"2020-10-15","Petrópolis",11
"2020-10-15","Pinheiral",2
"2020-10-15","Piraí",3
"2020-10-15","Porciúncula",5
"2020-10-15","Porto Real",3
"2020-10-15","Quatis",3
"2020-10-15","Queimados",2
"2020-10-15","Quissamã",3
"2020-10-15","Resende",59
"2020-10-15","Rio Bonito",18
"2020-10-15","Rio Claro",0
"2020-10-15","Rio das Flores",0
"2020-10-15","Rio das Ostras",4
"2020-10-15","Rio de Janeiro",91
"2020-10-15","Santa Maria Madalena",1
"2020-10-15","Santo Antônio de Pádua",13
"2020-10-15","Sapucaia",4
"2020-10-15","Saquarema",4
"2020-10-15","Seropédica",9
"2020-10-15","Silva Jardim",0
"2020-10-15","Sumidouro",2
"2020-10-15","São Fidélis",0
"2020-10-15","São Francisco de Itabapoana",0
"2020-10-15","São Gonçalo",56
"2020-10-15","São José de Ubá",1
"2020-10-15","São José do Vale do Rio Preto",5
"2020-10-15","São João da Barra",0
"2020-10-15","São João de Meriti",23
"2020-10-15","São Pedro da Aldeia",7
"2020-10-15","São Sebastião do Alto",3
"2020-10-15","Tanguá",0
"2020-10-15","Teresópolis",144
"2020-10-15","Trajano de Moraes",0
"2020-10-15","Três Rios",12
"2020-10-15","Valença",2
"2020-10-15","Varre-Sai",0
"2020-10-15","Vassouras",3
"2020-10-15","Volta Redonda",23
"2020-10-16","Angra dos Reis",33
"2020-10-16","Aperibé",2
"2020-10-16","Araruama",14
"2020-10-16","Areal",1
"2020-10-16","Armação dos Búzios",2
"2020-10-16","Arraial do Cabo",1
"2020-10-16","Barra Mansa",23
"2020-10-16","Barra do Piraí",2
"2020-10-16","Belford Roxo",105
"2020-10-16","Bom Jardim",1
"2020-10-16","Bom Jesus do Itabapoana",5
"2020-10-16","Cabo Frio",8
"2020-10-16","Cachoeiras de Macacu",7
"2020-10-16","Cambuci",0
"2020-10-16","Campos dos Goytacazes",124
"2020-10-16","Cantagalo",8
"2020-10-16","Carapebus",3
"2020-10-16","Cardoso Moreira",1
"2020-10-16","Carmo",2
"2020-10-16","Casimiro de Abreu",3
"2020-10-16","Comendador Levy Gasparian",0
"2020-10-16","Conceição de Macabu",0
"2020-10-16","Cordeiro",5
"2020-10-16","Duas Barras",0
"2020-10-16","Duque de Caxias",34
"2020-10-16","Engenheiro Paulo de Frontin",4
"2020-10-16","Guapimirim",21
"2020-10-16","Iguaba Grande",9
"2020-10-16","Itaboraí",9
"2020-10-16","Itaguaí",8
"2020-10-16","Italva",0
"2020-10-16","Itaocara",1
"2020-10-16","Itaperuna",8
"2020-10-16","Itatiaia",6
"2020-10-16","Japeri",4
"2020-10-16","Laje do Muriaé",0
"2020-10-16","Macaé",33
"2020-10-16","Macuco",0
"2020-10-16","Magé",15
"2020-10-16","Mangaratiba",5
"2020-10-16","Maricá",5
"2020-10-16","Mendes",1
"2020-10-16","Mesquita",24
"2020-10-16","Miguel Pereira",2
"2020-10-16","Miracema",0
"2020-10-16","Natividade",1
"2020-10-16","Nilópolis",4
"2020-10-16","Niterói",40
"2020-10-16","Nova Friburgo",8
"2020-10-16","Nova Iguaçu",79
"2020-10-16","Paracambi",2
"2020-10-16","Paraty",3
"2020-10-16","Paraíba do Sul",6
"2020-10-16","Paty do Alferes",1
"2020-10-16","Petrópolis",3
"2020-10-16","Pinheiral",0
"2020-10-16","Piraí",8
"2020-10-16","Porciúncula",3
"2020-10-16","Porto Real",2
"2020-10-16","Quatis",1
"2020-10-16","Queimados",9
"2020-10-16","Quissamã",12
"2020-10-16","Resende",49
"2020-10-16","Rio Bonito",9
"2020-10-16","Rio Claro",1
"2020-10-16","Rio das Flores",0
"2020-10-16","Rio das Ostras",66
"2020-10-16","Rio de Janeiro",2043
"2020-10-16","Santa Maria Madalena",0
"2020-10-16","Santo Antônio de Pádua",1
"2020-10-16","Sapucaia",3
"2020-10-16","Saquarema",4
"2020-10-16","Seropédica",10
"2020-10-16","Silva Jardim",0
"2020-10-16","Sumidouro",4
"2020-10-16","São Fidélis",0
"2020-10-16","São Francisco de Itabapoana",2
"2020-10-16","São Gonçalo",78
"2020-10-16","São José de Ubá",1
"2020-10-16","São José do Vale do Rio Preto",2
"2020-10-16","São João da Barra",23
"2020-10-16","São João de Meriti",17
"2020-10-16","São Pedro da Aldeia",3
"2020-10-16","São Sebastião do Alto",4
"2020-10-16","Tanguá",6
"2020-10-16","Teresópolis",33
"2020-10-16","Trajano de Moraes",1
"2020-10-16","Três Rios",23
"2020-10-16","Valença",6
"2020-10-16","Varre-Sai",14
"2020-10-16","Vassouras",5
"2020-10-16","Volta Redonda",29
"2020-10-17","Angra dos Reis",3
"2020-10-17","Aperibé",0
"2020-10-17","Araruama",0
"2020-10-17","Areal",0
"2020-10-17","Armação dos Búzios",0
"2020-10-17","Arraial do Cabo",0
"2020-10-17","Barra Mansa",2
"2020-10-17","Barra do Piraí",1
"2020-10-17","Belford Roxo",2
"2020-10-17","Bom Jardim",0
"2020-10-17","Bom Jesus do Itabapoana",0
"2020-10-17","Cabo Frio",0
"2020-10-17","Cachoeiras de Macacu",1
"2020-10-17","Cambuci",0
"2020-10-17","Campos dos Goytacazes",2
"2020-10-17","Cantagalo",0
"2020-10-17","Carapebus",0
"2020-10-17","Cardoso Moreira",0
"2020-10-17","Carmo",0
"2020-10-17","Casimiro de Abreu",0
"2020-10-17","Comendador Levy Gasparian",0
"2020-10-17","Conceição de Macabu",0
"2020-10-17","Cordeiro",0
"2020-10-17","Duas Barras",0
"2020-10-17","Duque de Caxias",0
"2020-10-17","Engenheiro Paulo de Frontin",0
"2020-10-17","Guapimirim",0
"2020-10-17","Iguaba Grande",1
"2020-10-17","Itaboraí",0
"2020-10-17","Itaguaí",0
"2020-10-17","Italva",0
"2020-10-17","Itaocara",0
"2020-10-17","Itaperuna",2
"2020-10-17","Itatiaia",0
"2020-10-17","Japeri",3
"2020-10-17","Laje do Muriaé",0
"2020-10-17","Macaé",3
"2020-10-17","Macuco",0
"2020-10-17","Magé",1
"2020-10-17","Mangaratiba",0
"2020-10-17","Maricá",1
"2020-10-17","Mendes",0
"2020-10-17","Mesquita",0
"2020-10-17","Miguel Pereira",0
"2020-10-17","Miracema",0
"2020-10-17","Natividade",0
"2020-10-17","Nilópolis",0
"2020-10-17","Niterói",0
"2020-10-17","Nova Friburgo",1
"2020-10-17","Nova Iguaçu",2
"2020-10-17","Paracambi",0
"2020-10-17","Paraty",0
"2020-10-17","Paraíba do Sul",0
"2020-10-17","Paty do Alferes",0
"2020-10-17","Petrópolis",0
"2020-10-17","Pinheiral",0
"2020-10-17","Piraí",0
"2020-10-17","Porciúncula",0
"2020-10-17","Porto Real",0
"2020-10-17","Quatis",0
"2020-10-17","Queimados",0
"2020-10-17","Quissamã",0
"2020-10-17","Resende",0
"2020-10-17","Rio Bonito",0
"2020-10-17","Rio Claro",0
"2020-10-17","Rio das Flores",0
"2020-10-17","Rio das Ostras",0
"2020-10-17","Rio de Janeiro",96
"2020-10-17","Santa Maria Madalena",0
"2020-10-17","Santo Antônio de Pádua",0
"2020-10-17","Sapucaia",0
"2020-10-17","Saquarema",0
"2020-10-17","Seropédica",0
"2020-10-17","Silva Jardim",0
"2020-10-17","Sumidouro",0
"2020-10-17","São Fidélis",2
"2020-10-17","São Francisco de Itabapoana",0
"2020-10-17","São Gonçalo",3
"2020-10-17","São José de Ubá",0
"2020-10-17","São José do Vale do Rio Preto",0
"2020-10-17","São João da Barra",0
"2020-10-17","São João de Meriti",2
"2020-10-17","São Pedro da Aldeia",0
"2020-10-17","São Sebastião do Alto",0
"2020-10-17","Tanguá",0
"2020-10-17","Teresópolis",0
"2020-10-17","Trajano de Moraes",0
"2020-10-17","Três Rios",0
"2020-10-17","Valença",0
"2020-10-17","Varre-Sai",0
"2020-10-17","Vassouras",0
"2020-10-17","Volta Redonda",1
"2020-10-18","Angra dos Reis",25
"2020-10-18","Aperibé",0
"2020-10-18","Araruama",12
"2020-10-18","Areal",5
"2020-10-18","Armação dos Búzios",15
"2020-10-18","Arraial do Cabo",1
"2020-10-18","Barra Mansa",19
"2020-10-18","Barra do Piraí",3
"2020-10-18","Belford Roxo",73
"2020-10-18","Bom Jardim",2
"2020-10-18","Bom Jesus do Itabapoana",0
"2020-10-18","Cabo Frio",8
"2020-10-18","Cachoeiras de Macacu",1
"2020-10-18","Cambuci",0
"2020-10-18","Campos dos Goytacazes",59
"2020-10-18","Cantagalo",16
"2020-10-18","Carapebus",1
"2020-10-18","Cardoso Moreira",0
"2020-10-18","Carmo",4
"2020-10-18","Casimiro de Abreu",3
"2020-10-18","Comendador Levy Gasparian",0
"2020-10-18","Conceição de Macabu",1
"2020-10-18","Cordeiro",2
"2020-10-18","Duas Barras",0
"2020-10-18","Duque de Caxias",26
"2020-10-18","Engenheiro Paulo de Frontin",1
"2020-10-18","Guapimirim",10
"2020-10-18","Iguaba Grande",15
"2020-10-18","Itaboraí",6
"2020-10-18","Itaguaí",11
"2020-10-18","Italva",0
"2020-10-18","Itaocara",2
"2020-10-18","Itaperuna",17
"2020-10-18","Itatiaia",1
"2020-10-18","Japeri",4
"2020-10-18","Laje do Muriaé",1
"2020-10-18","Macaé",37
"2020-10-18","Macuco",2
"2020-10-18","Magé",29
"2020-10-18","Mangaratiba",44
"2020-10-18","Maricá",20
"2020-10-18","Mendes",1
"2020-10-18","Mesquita",7
"2020-10-18","Miguel Pereira",0
"2020-10-18","Miracema",1
"2020-10-18","Natividade",1
"2020-10-18","Nilópolis",6
"2020-10-18","Niterói",224
"2020-10-18","Nova Friburgo",48
"2020-10-18","Nova Iguaçu",53
"2020-10-18","Paracambi",8
"2020-10-18","Paraty",14
"2020-10-18","Paraíba do Sul",3
"2020-10-18","Paty do Alferes",0
"2020-10-18","Petrópolis",9
"2020-10-18","Pinheiral",3
"2020-10-18","Piraí",0
"2020-10-18","Porciúncula",7
"2020-10-18","Porto Real",3
"2020-10-18","Quatis",0
"2020-10-18","Queimados",15
"2020-10-18","Quissamã",2
"2020-10-18","Resende",15
"2020-10-18","Rio Bonito",15
"2020-10-18","Rio Claro",0
"2020-10-18","Rio das Flores",0
"2020-10-18","Rio das Ostras",3
"2020-10-18","Rio de Janeiro",91
"2020-10-18","Santa Maria Madalena",1
"2020-10-18","Santo Antônio de Pádua",3
"2020-10-18","Sapucaia",43
"2020-10-18","Saquarema",0
"2020-10-18","Seropédica",2
"2020-10-18","Silva Jardim",0
"2020-10-18","Sumidouro",3
"2020-10-18","São Fidélis",1
"2020-10-18","São Francisco de Itabapoana",2
"2020-10-18","São Gonçalo",71
"2020-10-18","São José de Ubá",1
"2020-10-18","São José do Vale do Rio Preto",0
"2020-10-18","São João da Barra",12
"2020-10-18","São João de Meriti",16
"2020-10-18","São Pedro da Aldeia",6
"2020-10-18","São Sebastião do Alto",7
"2020-10-18","Tanguá",1
"2020-10-18","Teresópolis",59
"2020-10-18","Trajano de Moraes",0
"2020-10-18","Três Rios",9
"2020-10-18","Valença",7
"2020-10-18","Varre-Sai",6
"2020-10-18","Vassouras",2
"2020-10-18","Volta Redonda",52
"2020-10-19","Angra dos Reis",0
"2020-10-19","Aperibé",0
"2020-10-19","Araruama",0
"2020-10-19","Areal",0
"2020-10-19","Armação dos Búzios",0
"2020-10-19","Arraial do Cabo",0
"2020-10-19","Barra Mansa",0
"2020-10-19","Barra do Piraí",0
"2020-10-19","Belford Roxo",1
"2020-10-19","Bom Jardim",0
"2020-10-19","Bom Jesus do Itabapoana",0
"2020-10-19","Cabo Frio",0
"2020-10-19","Cachoeiras de Macacu",0
"2020-10-19","Cambuci",3
"2020-10-19","Campos dos Goytacazes",0
"2020-10-19","Cantagalo",0
"2020-10-19","Carapebus",0
"2020-10-19","Cardoso Moreira",0
"2020-10-19","Carmo",0
"2020-10-19","Casimiro de Abreu",0
"2020-10-19","Comendador Levy Gasparian",0
"2020-10-19","Conceição de Macabu",1
"2020-10-19","Cordeiro",0
"2020-10-19","Duas Barras",0
"2020-10-19","Duque de Caxias",0
"2020-10-19","Engenheiro Paulo de Frontin",0
"2020-10-19","Guapimirim",0
"2020-10-19","Iguaba Grande",3
"2020-10-19","Itaboraí",1
"2020-10-19","Itaguaí",0
"2020-10-19","Italva",0
"2020-10-19","Itaocara",0
"2020-10-19","Itaperuna",0
